name,number,airDate,overview,season,serie,serieId
Mobile Homer,13,,"When Marge starts economising, Homer thinks he's being left out of the family's important financial decisions, so splashes out on an expensive camper van and sets up camp on the driveway.",16,The Simpsons,18
The Seven-Beer Snitch,14,,"After Shelbyville accuses Springfield of being hicks, Marge convinces the townspeople to fund a Frank Gehry-designed concert hall, which is then converted to a prison when the concert hall goes bankrupt on opening night. Meanwhile, Bart and Lisa investigate Snowball II's recent weight gain.",16,The Simpsons,18
Future-Drama,15,,"Through Professor Frink's future machine, Bart and Lisa see their lives in the year 2013, where Bart steals Lisa's chances at going to an Ivy League school in order to impress a skater girl named Jenda while Homer (now separated from Marge and living in an underwater apartment) fights Krusty the Clown after Marge begins dating him.",16,The Simpsons,18
Don't Fear the Roofer,16,,"The Simpsons' roof springs a leak when the perfect storm hits Springfield. And when Marge asks what type of father can't keep a roof over his family's head, Homer tries to fix things up, but falls through the roof. Sick of being unwanted, Homer befriends a man who works as a roofer. However, no one else can see him and Homer's insistence that the roofer does exist prompts everyone to think he has gone crazy.",16,The Simpsons,18
The Heartbroke Kid,17,,"When Bart endangers his health by bingeing on vending-machine food, the Simpsons turn their home into a hostel in order to afford sending him to a forced starvation facility.",16,The Simpsons,18
A Star Is Torn,18,,"Lisa agrees to enter a Krusty-sponsored ""Li'l Starmaker"" competition and panics when another contestant (guest voice Fantasia Barrino) outperforms her.",16,The Simpsons,18
Thank God It's Doomsday,19,,"Homer sees a movie about the end of the world and fears the same thing will happen in real life after seeing a chain of random occurrences (celebrities [""stars""] falling from the sky, raining blood, a man in a realistic devil costume) and doing a complicated math equation that predicts the end will come on May 18th, but when the end does not come, Homer discovers a flaw in the equation and ends up in Heaven where he meets God and learns that God is planning The Rapture.",16,The Simpsons,18
Home Away from Homer,20,,"Flanders rents a room to two college girls who, without his knowledge, use the spare room to broadcast live softcore pornographic web videos of themselves. Upset that no one in town told him this (and that Homer was the one who told everyone), Ned moves to the seemingly perfect town of Humbleton, Pennsylvania, while a brash coach moves into Flanders' house and begins harassing Homer the same way Homer harassed Ned.",16,The Simpsons,18
"The Father, the Son and the Holy Guest Star",21,,"Bart gets expelled from school and transfers to a Catholic school, where a hip priest named Father Sean tries to convert Bart and Homer to Catholicism, which worries Marge when she believes that Catholics do not go to the same heaven as Protestants and discovers that Catholic women do not use birth control.",16,The Simpsons,18
The Bonfire of the Manatees,1,,"After Homer gets into trouble over his football gambling debts, he allows the Springfield Mafia to shoot a ""snuggle film"" in the house without Marge's permission. When she and the kids return home from a trip to ""Santa's Village"" and find production still going on, a furious Marge leaves for the beach and encounters a marine biologist named Caleb Thorn who has dedicated his life to saving manatees.",17,The Simpsons,18
The Girl Who Slept Too Little,2,,"After the family successfully protest against a stamp museum being built next to their house, a cemetery is built near the Simpson house instead, making the normally unflappable Lisa realize that someone as smart as her can be afraid of something.",17,The Simpsons,18
Milhouse of Sand and Fog,3,,"Never one to miss the opportunity to make a quick buck, Homer cashes in on Maggie's bout of chicken pox. He decides to host a Pox Party and charges parents to infect their children.",17,The Simpsons,18
Treehouse of Horror XVI,4,,"Bart ends up in a coma after attempting to jump from the roof to the swimming pool at Spinster Arms Apartments, while attending a hunting party at Burns Manor, Homer panics and believes the prey is the hunting party, and after losing a Halloween costume contest to Dr Hibbert as Dracula, a real witch puts a spell on the people of Springfield.",17,The Simpsons,18
Marge's Son Poisoning,5,,"When Bart decides to spend a bit of time with Marge, it's not long before he's buying tea sets and singing duets. Has he turned into a mummy's boy?",17,The Simpsons,18
See Homer Run,6,,"Homer becomes Springfield's safety guru and before long he's challenging Mayor Quimby for office. Until, that is, there's an embarrassing mishap with his costume.",17,The Simpsons,18
The Last of the Red Hat Mamas,7,,Marge is shunned after Homer has an altercation with the Easter Bunny at the mayor's egg hunt. A lonely Marge joins a women's group who plan to steal $1 million from Mr Burns.,17,The Simpsons,18
The Italian Bob,8,,"Homer brings the whole family along when he is sent to Italy to pick up a new sports car for Mr. Burns, when they find themselves in a small town that Sideshow Bob has become the mayor of.",17,The Simpsons,18
Simpsons Christmas Stories,9,,"The Simpsons re-enact the Nativity; a World War II tale stars Grampa, Mr. Burns and Santa; a musical features ""The Nutcracker Suite.""",17,The Simpsons,18
Homer's Paternity Coot,10,,"Mail from forty years earlier is discovered, and a letter from Homer Simpson's mother's old boyfriend states that he is Homer's true father. Homer sets out to find his supposed new father, leaving Abe behind.",17,The Simpsons,18
We're on the Road to D'ohwhere,11,,"After Bart steals a key from Principal Skinner's office and gets himself into hot water, Marge and Homer send him to a behavior modification camp.",17,The Simpsons,18
My Fair Laddy,12,,"Mr. Krupt is the school’s new gym teacher and introduces Bart and the kids to “BOMBARDMENT!” Bart’s attempt to get back at the new gym teacher results in the destruction of Groundskeeper Willie’s shack and the family takes him in. Lisa decides to make Willie the focus of her science fair project and tries to turn him into a “proper gentleman” with surprising results. Meanwhile, Homer has ruined his last pair of blue pants and attempts to generate interest in them so the manufacturer will start making them again.",17,The Simpsons,18
The Seemingly Never-Ending Story,13,,"The family is on a nature walk through “Carl’s Dad Caverns,” when Homer tries to get a piece from a stalactite. This results in the family falling through the cave floor and winds up with Homer getting stuck in the ceiling of one of the lower chambers of the cave. Marge, Bart and Maggie go off to find help, while Lisa stays behind and tells her father a story to pass the time. Her story involves running from a bighorn sheep and into Mr. Burn’s mansion. The pair evades the tenacious sheep by finding refuge in the mansion’s attic, where Mr. Burns tells her the story of how he came to work at Moe’s Tavern by losing a scavenger hunt with a rich Texan. While there he learned (and tells to Lisa) the tale of the Moe’s treasure. The stories within stories culminate in the fate of the treasure being determined in the cave.",17,The Simpsons,18
Bart Has Two Mommies,14,,"The family is at a church fund-raiser, where Homer tries to ensure his rubber duck onto victory, but Flanders wins the big prize, which he doesn’t want and gives it to Marge. In return Marge agrees to watch Rod and Todd while Ned is attending a left-handed convention. While Marge is spending all her time with the Rod and Todd and trying to let them learn how to be boys; Homer takes Bart and Lisa to a home for former celebrity animals and a monkey kidnaps Bart. Marge’s ability to be a mother comes into question when Ned discovers what she is doing with his boys and the local news covers Bart’s current predicament.",17,The Simpsons,18
"Homer Simpson, This Is Your Wife",15,,"Homer is stoked for a party, where Lenny shows off his new plasma screen HD TV. Three days later and Homer still hasn’t left Lenny’s apartment. Lenny eventually gets him to leave and Marge enters them in a contest where they can win a plasma TV of their own. They don’t win, but 3rd place gets them a tour of the FOX studios, where Homer learns about a wife-swapping show where he can win enough money to buy his own plasma TV. Marge agrees to appear and they exchange wives with the Heathbar family. Charles Heathbar winds up falling in love with Marge (who is giving him what he needs), while his real wife Verity finds Homer detestable.",17,The Simpsons,18
Million Dollar Abie,16,,"Homer spearheads the effort to get pro-football to bring a new franchise to Springfield. The football commissioner, on his way to officially award the franchise, stops at the Simpson house where Grandpa (mistaking him for a burglar) attacks him. Springfield loses out and Abe becomes the town’s pariah. After trying and failing assisted suicide, Abe decides to live his life without fear and when the town decides to reuse their football stadium as a bullfighting ring, he volunteers to be the toreador. Ever the activist, granddaughter Lisa protests his new profession.",17,The Simpsons,18
"Kiss Kiss, Bang Bangalore",17,,"At the power plant a movie is shown where the workers endorse outsourcing and Mr. Burns announces that he is closing the plant and moving the work to India. Homer is the only union employee left on the payroll and he is sent to India to train the replacement workers, when he succeeds beyond expectations, he is given total control of the plant and declares himself a god. Meanwhile, Selma & Patty take Bart and Lisa to their MacGyver convention. When they discover Richard Dean Anderson doesn’t like MacGyver and much as they do, they kidnap him in retaliation. Anderson escapes only to enjoy the thrill and he turns himself back in so that he can escape again. When it happens over and over again, soon Patty and Selma are the ones who need a means of escape.",17,The Simpsons,18
The Wettest Stories Ever Told,18,,"As the family waits for their food at “The Frying Dutchman,” they pass the time by telling stories. Lisa tells about the Mayflower’s journey to America, where Marge and her kids are Pilgrims and they are joined by a knave named Homer who joins their family to escape the authorities. Bart recounts the story of Mutiny on the Bounty featuring Skinner as Captain Bligh and Bart as Mr. Christian. Homer tells the tale of the maiden voyage of a cruise ship in the 1970s featuring of a ship that can’t flip over, which of course it does and the attempts of the survivors to get out of the ship alive.",17,The Simpsons,18
Girls Just Want to Have Sums,19,,"The family attends ""Stab-A-Lot: The Itchy and Scratchy Musical."" The musical's director is a graduate of Springfield Elementary and Principal Skinner puts his foot in mouth when he makes sexist comments about her education and that of women in general. He tries to make the situation better, but only buries himself deeper and deeper until he is fired and replaced by Women's Educational Expert Melanie Upfoot. The first thing she does is split the school into girls and the boys. Lisa dislikes the way girls are being taught math and she ventures over to the boy's side of the school in search of a challenge. Disguising herself as Jake Boyman she starts attending the boy's school but while she finds the math problems more interesting, it is being a boy that is a greater challenge.",17,The Simpsons,18
Regarding Margie,20,,"Marge goes on a cleaning frenzy before the housekeeper she’s won the services of comes to the house. One spot remains and she mixes a number of toxic cleaners together to tackle the job. The noxious mixture knocks her out and she wakes up suffering from amnesia. Marge is taken home and the family tries to bring back her memory. She starts to get back memories of her children and other insignificant things, but when it comes to remembering her husband, nothing he does seems to jog her memory. When he can’t get her to remember him, he tries to win her all over again, especially after Patty and Selma get her back out on the dating scene.",17,The Simpsons,18
The Monkey Suit,21,,"Working through their checklists of things to do before summer ends, Lisa gets the family to go a museum. At the Springfield Museum of Natural History there is an exhibit Lisa is excited to see on Women’s History turns into an exhibit on the history of weapons, which excites Homer and Bart. When Flanders sees the exhibit of evolution and another that mocks creationism, he raises an alarm. Reverend Lovejoy gets Skinner to have creationism taught in school. Lisa is the only one who holds onto the scientific theory. She brings the topic up at the town meeting and the town votes to teach only one theory, creationism. Lisa decides to hold her own class on evolution, until she is arrested. The ACLU gives her a lawyer who is up against a slick Southern lawyer, but ultimately it’s a family member that is a key to her defense.",17,The Simpsons,18
Marge and Homer Turn a Couple Play,22,,"When Homer hears that the Isotopes are on a winning streak, he takes the family to the game. The first baseman’s game is going bad, caused by his sexy singing wife Tabitha embarrassing him during the game’s national anthem. Buck Mitchell sees Marge and Homer’s kiss on the game’s Kiss-Cam and comes to them for marital advice. They start working with the couple and Buck’s baseball career turns around, but it and the Simpson marriage goes awry again when Buck catches Homer giving Tabitha a neck massage. While Marge and Homer try keeping their marriage together they also try to get Buck and Tabitha back together.",17,The Simpsons,18
"The Mook, the Chef, the Wife and Her Homer",1,,"At school, Lisa befriends a boy named Michael, who happens to be the son of mob boss, Fat Tony. Fat Tony is put out of commission by a rival family, and Homer and Bart get involved with the mob, when Michael, who is nothing like his father, is not interested in the “family business.”",18,The Simpsons,18
Jazzy and the Pussycats,2,,"When Bart has problems with acting out, Marge and Homer take him to a child psychiatrist, who suggests that Bart should taking up drumming. Bart turns out to be a natural with the drums and much to the chagrin of Lisa; Bart is approached by jazz musicians, who want him in their band. Meanwhile, Lisa turns to rescuing animals as a way to deal with her jealousy and depression, over not being a member of a jazz band herself.",18,The Simpsons,18
"Please Homer, Don't Hammer 'Em",3,,"After buying Homer a collection of handyman's books, Marge becomes a handywoman, but uses Homer since no one in town is thrilled over the idea of a female carpenter. Meanwhile, Bart finds out that Principal Skinner has a peanut allergy and uses a peanut on a stick to torture Skinner, but the joke is on Bart when Skinner discovers that Bart is allergic to shrimp.",18,The Simpsons,18
Treehouse of Horror XVII,4,,"Three more scary tales are offered up in this 17th edition of the Treehouse of Horror.Married to the Blob: After eating mysterious green goo from a meteorite, Homer grows to massive proportions while he eats everything in sight.You Gotta Know When to Golem: Bart takes control of Golem of Jewish folklore, and forces the ancient statue to do his bidding by writing instructions on scrolls and placing them into the Golem's mouth.The Day the Earth Looked Stupid: Taking place in 1938 Springfield, the townspeople react to Orson Welles’ famous War of the Worlds radio broadcast. However, they pay no attention when Kang and Kodos actually do invade the town.",18,The Simpsons,18
G.I. (Annoyed Grunt),5,,"Bart pre-enlists in the Army and when Homer goes to the Recruitment Center to clear up the mess, he is tricked into enlisting in the Army himself. Upon completion of basic training, Homer is assigned to lead some troops against a disgruntled Army Colonel in a war games simulation.",18,The Simpsons,18
Moe'N'a Lisa,6,,"Lisa aides Moe in discovering his inner-poet and he gains swift popularity and recognition from a group of successful American authors, when Lisa helps to get his poetry published. However, Lisa is crushed, when Moe enjoys his newfound success with literary giants and fails to credit Lisa for her assistance in his poetry.",18,The Simpsons,18
Ice Cream of Margie (With the Light Blue Hair),7,,"After Homer is fired from the power plant, he buys an ice-cream truck and sells ice-cream. His successful business yields an abundance of discarded popsicle sticks and Marge finds another calling in life, as she uses the leftover sticks to create popular life-size statues of various citizens from Springfield.",18,The Simpsons,18
The Haw-Hawed Couple,8,,"After being forced to attend Nelson’s birthday party, Bart becomes best friends with the schoolyard bully. Meanwhile, Homer develops a big interest with one of Lisa’s fantasy books.",18,The Simpsons,18
"Kill Gil, Volumes I & II",9,,"At Christmas time, Marge opens up her home to the jobless Gil. But problems arise when Gil overstays his welcome and Marge can’t bring herself to kick Gil out of the house.",18,The Simpsons,18
The Wife Aquatic,10,,"Homer surprises Marge with a visit to her favorite childhood vacation spot: an island called Barnacle Bay. But when the family arrives, they are shocked to discover Barnacle Bay’s tourism and economy has been decimated by the disappearance of the local delicacy, the “Yum-Yum” fish. After causing some major damage to the boardwalk, Homer is forced to join a fishing crew to work off his debt and a parody of The Perfect Storm ensues.",18,The Simpsons,18
Revenge is a Dish Best Served Three Times,11,,"In an effort to stop Homer from taking revenge on the Rich Texan for cutting him off on the highway, Marge, Lisa and Bart offer up three cautionary tales of revenge. The Count of Monte Fatso: A parody of the book and film The Count of Monte Cristo, in which Homer is cast as the Count. Revenge of the Geeks: Using a futuristic device called the “Get-back-inator,” Milhouse takes revenge on the Springfield Elementary bullies. Bartman Begins: A parody of the Batman origin story, in which Bart is cast in the title role.",18,The Simpsons,18
Little Big Girl,12,,"After saving Springfield from burning down in city-wide fire, Mayor Quimby awards Bart with a driver’s license. During Bart’s travels to a nearby town, he develops a serious relationship with a teenage girl. Meanwhile, during a presentation at school, Lisa lies about her Native American heritage and when everyone believes her, the lies result in some escalating problems for her.",18,The Simpsons,18
Springfield Up,13,,"Eccentric documentary filmmaker Declan Desmond returns with his new film ""Growing up Springfield"" in which various characters in The Simpsons are interviewed. Homer and family pretend to be rich on the documentary, until Mr. Burns catches them in his summer home.",18,The Simpsons,18
Yokel Chords,14,,"Principal Skinner decides to allow Lisa to tutor Cletus's kids instead of them enrolling into Springfield Elementary, but they end up on Krusty's show as a Musical Act; Bart sees a psychiatrist after pretending that he's possessed by a ghost in an an attempt get free food from the cafeteria.",18,The Simpsons,18
Rome-Old and Juli-Eh,15,,"When Homer accidentally declares bankruptcy, Grandpa ends up leaving the Springfield Retirement Castle and falls in love with Selma; Bart and Lisa con a delivery man out of cardboard boxes.",18,The Simpsons,18
Homerazzi,16,,"When the fireproof safe (which was bought after one too many house fires) explodes, Homer and Marge try to recreate the photos, but when one of them uncovers a scandal in the background, Homer decides to join the world of paparazzi - forgetting what happened the last time he had a job that dealt in revealing other people's flaws to the public (in ""Guess Who's Coming to Criticize Dinner?"")",18,The Simpsons,18
Marge Gamer,17,,"Marge becomes a spectacle during a PTA meeting for not having an e-mail address, and she decides to take a chance on using the Internet. Amazed and delighted by all the Internet has to offer, Marge decides to join a popular role-playing fantasy game named ""Earthland Realms."" To Marge's dismay, the game has her interacting with practically the whole town of Springfield, including Bart, who happens to be the game's most feared and destructive player. Meanwhile, Homer saves Lisa's soccer game from cancellation after he volunteers to take the place of a referee who recently quit. However, Homer's refereeing skills only exasperate Lisa, and her competitive streak gets the best of her.",18,The Simpsons,18
The Boys of Bummer,18,,"Bart becomes a hometown hero when he makes the game-winning catch at his Little League game, sending the Springfield Isotots to the championship for the very first time. Meanwhile, Homer runs into some luck, when a customer misunderstands Homer's excuses for a sales pitch after falling asleep in a department store's display bed. The impressed store owner hires Homer as a salesman.",18,The Simpsons,18
Crook and Ladder,19,,"Maggie goes on a path of destruction in the Simpsons home after Marge follows advice in a parenting magazine and throws away her pacifier. Marge finally gives in and sends Homer to get Maggie a new pacifier, but when he cant find the right brand, Maggie comes up with her own substitute an especially squeaky dog toy. Homer cant sleep through the toys incessant squeaking and is driven to take sleeping pills, which turn him into a sleepwalker with a penchant for mischief. When one of Homers sleepwalking schemes leaves the entire Springfield Fire Department debilitated in the hospital, Homer and some of his fellow Springfieldians become volunteer firefighters. They extinguish several fires and are rewarded with gifts, but when the gifts stop coming, they seek other forms of compensation for their heroic acts.",18,The Simpsons,18
Stop! Or My Dog Will Shoot!,20,,"Homer unwittingly drags the family into a cornfield maze after attempting to leave a boring Harvest fest that Marge brought them to. When everyone except Homer escapes, Santa's Little Helper rescues him and becomes the town hero. So the Simpsons enroll him in Police Dog Academy where he's teamed with Lou.",18,The Simpsons,18
24 Minutes,21,,"When finding out Jimbo, Dolph, and Kearney plan on sabotaging Springfield Elementary School's annual bake sale by releasing the ""ultimate stinkbomb"" (a rotten yogurt cup from Springfield's Nuclear Power Plant), Bart and Lisa enlist the help of Jack Bauer and Chloe O'Brian. Meanwhile, Marge attempts to make the perfect cake, so she can win the bake sale.",18,The Simpsons,18
You Kent Always Say What You Want,22,,"When Homer buys the 1,000,000th ice-cream cone at a local shop, he ends up on Kent Brockman's news program. When Brockman swears on live TV after coffee is spilled in his lap, Ned Flanders leads a crusade to clean up Springfield's airwaves, starting with getting Brockman fired. Then Homer once again saves the day.",18,The Simpsons,18
He Loves to Fly and He D'ohs,1,,After Homer saves Mr. Burns' life he is rewarded with a trip in Mr. Burns' private plane. A depressed Homer realizes he will never again receive a chance to fly in a luxurious private jet and Marge hires Homer a life coach to help get him out of his rut.,19,The Simpsons,18
The Homer of Seville,2,,"After a freak accident, Homer becomes an opera singer and finds himself star of the Springfield Opera. Soon he becomes mobbed by fans and gains himself a female stalker.",19,The Simpsons,18
Midnight Towboy,3,,"Homer starts working in the towing business, but gets into some trouble when the town sets up Homer to look like he is towing on a rival's turf after he becomes greedy with power. Meanwhile, Marge signs up for a counseling program that teaches parents how to raise young children to become independent, but the program works a little too well on Maggie.",19,The Simpsons,18
I Don't Wanna Know Why the Caged Bird Sings,4,,"During a bank robbery, Marge convinces Dwight, the bank robber, to turn himself in with the assurance that she will visit him once in jail. Marge never makes good on her promise and things get interesting when Dwight escapes from jail and comes looking for Marge.",19,The Simpsons,18
Treehouse of Horror XVIII,5,,"The 18th installment of the Treehouse of Horror series. Mr. and Mrs. Simpson A parody of the 2005 film Mr. and Mrs. Smith, featuring Marge and Homer as the title characters. E.T. Go Home Bart and Lisa help Kodos return to his home planet, but Kodos uses their assistance to secretly plan something sinister. Heck House Flanders decides to scare Bart, Lisa, and their friends straight after they go too far with their pranks.",19,The Simpsons,18
Little Orphan Millie,6,,"After Milhouse's parents are lost at sea and assumed dead, he is forced to toughen up. His new confidence and personality help him become cooler than Bart. Meanwhile, Homer gets into trouble with Marge, when he can't remember her eye color.",19,The Simpsons,18
Husbands and Knives,7,,"Marge starts up a new women-only gym in Springfield and Homer frets about losing her after she becomes a highly successful businesswoman. Meanwhile, Coolsville, a new comic book shop, opens up in Springfield and puts Comic Book Guy out of business.",19,The Simpsons,18
Funeral for a Fiend,8,,"Sideshow Bob returns, this time with his entire family, and sets in motion a complex diabolical scheme to finally kill Bart.",19,The Simpsons,18
Eternal Moonshine of the Simpson Mind,9,,"Homer wakes up to find himself outdoors and covered in snow, without memory of the night before. When he arrives home, he finds everyone missing. Seeking help from Moe and Professor Frink, Homer tries to piece together his memory to find out what happened to him the night before.",19,The Simpsons,18
E. Pluribus Wiggum,10,,"In an effort to raise money with a bond issue Mayor Quimby moves up election day, making Springfield's primary election the first in the nation causing the media, candidates and political pundits to descend in the city.",19,The Simpsons,18
That '90s Show,11,,"After discovering Marge's diploma, Homer recounts the story of how he gave up his dreams of being a musician so Marge could attend Springfield University. However, after she became attracted to one of her professors Homer started focusing his emotions into music and formed the first grunge band called Sadgasm.",19,The Simpsons,18
"Love, Springfieldian Style",12,,"After being stranded in a Tunnel of Love ride at a carnival, Homer, Marge and Bart pass the time by sharing some of the greatest love stories of all time.",19,The Simpsons,18
The Debarted,13,,"Bart teams up with a new kid at school, Donny, to pull some pranks, but when the hijinks go haywire, Groundskeeper Willie tips Bart off to the fact that there might be a rat amongst his friends. Meanwhile, Homer becomes attached to a loaner vehicle while his is in the shop being repaired.",19,The Simpsons,18
Dial 'N' for Nerder,14,,"Marge hires an investigative television show to follow Homer around after she suspects him of cheating on his diet. Meanwhile, one of Bart and Lisa's pranks on Martin Prince goes wrong and they become burdened with guilt after assuming they are responsible for Martin's accidental death.",19,The Simpsons,18
Smoke on the Daughter,15,,"Lisa enrolls in a ballet class and develops an addiction to secondhand smoke after being exposed to it by her smoking ballet classmates. Meanwhile, Homer lets Bart in on his secret beef jerky manufacturing operation.",19,The Simpsons,18
Papa Don't Leech,16,,"When Mayor Quimby realizes the city of Springfield has gone broke, Lisa goes through the town's financial records and discovers millions in uncollected city taxes; Marge reluctantly allows a fugitive to stay with the family.",19,The Simpsons,18
Apocalypse Cow,17,,"Bart joins the 4-H club and falls in love with a cow named Lou, but when he finds out that Lou is destined for the slaughterhouse Bart gives the cow to Mary, a fellow 4-H member, and her father mistakes the cow for a dowry. Homer and Marge come to the rescue to try and free Bart from his marriage agreement.",19,The Simpsons,18
Any Given Sundance,18,,"Lisa makes a documentary of her own family for a school project, and the film is so impressive that Superintendent Chalmers and Principal Skinner push her to enter the documentary in the Sundance Film Festival.",19,The Simpsons,18
Mona Leaves-a,19,,"After Mona, Homer's mother, passes away unexpectedly, Homer feels guilty for not getting the chance to tell her how much he really loved her.",19,The Simpsons,18
All About Lisa,20,,"Lisa outshines Krusty as his new assistant and steals the spotlight from him, earning her own TV show. Meanwhile, Homer and Bart spend some quality time together with their new coin collecting hobby.",19,The Simpsons,18
"Sex, Pies and Idiot Scrapes",1,,"Bounty hunter Ned is forced to scrap his partnership with Homer when the hapless layabout skips bail, and Marge mistakenly takes a job at an erotic bakery.",20,The Simpsons,18
Lost Verizon,2,,Bart lands himself in trouble when he steals a mobile phone from Denis Leary and subsequently uses it to land the actor a comical film role. The troublemaker then leads his family to the ancient ruins of Machu Picchu after Marge confiscates the device and decides to use its GPS technology to track her son.,20,The Simpsons,18
"Double, Double, Boy in Trouble",3,,"An irreverent take on the Prince and the Pauper. Bart enthusiastically trades lives with a wealthy lookalike after landing himself in trouble for triggering a rampage of vacuum cleaners, but finds the lavish lifestyle too much when he becomes the target of all his new friends' pranks.",20,The Simpsons,18
Treehouse of Horror XIX,4,,"Springfield is the setting for parodies of Charlie Brown, It's the Great Pumpkin and Michael Bay's Transformers as Homer's vote on election day is misread by a renegade machine.",20,The Simpsons,18
Dangerous Curves,5,,"Homer and Marge remember the ups and downs of their marriage through a series of flashbacks, including the time they each began flirting with guests at a glamorous party - a situation that led to a food fight and an unexpected swim in the pool.",20,The Simpsons,18
Homer and Lisa Exchange Cross Words,6,,"Lisa learns she is good at crossword puzzles and enters a city-wide contest. Homer discovers he has a flair for letting loved ones down so he opens Sweet Conclusions Break-Up Service, but lands himself in trouble with his daughter when he places a bet against her in the competition.",20,The Simpsons,18
Mypods and Boomsticks,7,,"Lisa struggles to become the proud owner of a Mypod, and Homer believes Bart's new Middle-Eastern friend Bashir is involved in a terrorist plot to destroy the Springfield Mall.",20,The Simpsons,18
The Burns and the Bees,8,,"Mr Burns wins a professional basketball team in a poker game at the annual billionaire's retreat. He decides to build a state-of-the-art facility in an attempt to lure fans, but the stadium site is on the last remaining bee colony in Springfield - prompting Lisa to lead a protest.",20,The Simpsons,18
Lisa the Drama Queen,9,,"Lisa lets her imagination run wild when she makes a new friend and they create a magical kingdom together called Equalia, complete with characters and plotlines. But they find themselves facing a nightmare when the boundaries between reality and fantasy are blurred. With the voice of Emily Blunt.",20,The Simpsons,18
"Take My Life, Please",10,,Homer is jealous when old classmate Vance Connor is inducted into the Springfield Walk of Fame. Lenny and Carl confess they fixed the result in favor of Principal Dondelinger - leading the hapless father to speculate on how his life would have changed had he won the ballot.,20,The Simpsons,18
How the Test Was Won,11,,"Bart gets a perfect score on a practice test for a national achievement test, which not only rattles Lisa, but it means Bart gets to attend a special party instead of having to take the actual test. Meanwhile, Homer must avoid injuring himself for an entire afternoon after failing to pay his insurance.",20,The Simpsons,18
"No Loan Again, Naturally",12,,"When the adjustable rate on the Simpson couple's mortgage resets at more than the pair can afford, they must sell their house. Good Samaritan Ned Flanders buys the house and rents it out to them at an affordable rate. But Homer pushes his luck too far when he takes advantage of Ned's generous landlord duties.",20,The Simpsons,18
Gone Maggie Gone,13,,"Lisa infiltrates a convent in order to steal back Maggie who was accidentally taken in by nuns. While in the convent, Lisa uncovers a series of cryptic clues leading to a hidden jewel in Springfield. With help from resident history buffs Principal Skinner and Comic Book Guy, Lisa sets off to find the coveted prize. But Springfield's Freemasons are also hot on the trail of the jewel, and Lisa must race against them to find the jewel and rescue Maggie.",20,The Simpsons,18
In the Name of the Grandfather,14,,"The Simpsons travel to Ireland so that Grampa can have a final drink at O'Flanagan's Pub - an old watering hole of his. But when the small town of Dunkilderry isn't quite what Grampa remembers it as, and O'Flanagans has become a rundown and empty pub, he and Homer decide to buy it and fix it up.",20,The Simpsons,18
Wedding for Disaster,15,,"After Marge and Homer's marriage turns out to be invalid, they decide to re-do their vows. But when Homer goes missing, Bart and Lisa smell something funny and investigate his disappearance.",20,The Simpsons,18
"Eeny Teeny Maya, Moe",16,,"Moe once again searches for love and falls for a woman named Maya over the Internet. However, when Moe meets Maya face-to-face, he discovers it's more like face-to-knee, as Maya is only three feet tall.",20,The Simpsons,18
"The Good, the Sad and the Drugly",17,,"Bart falls in love with a charitable girl named Jenny, prompting Bart to behave in order to date her. Meanwhile, Lisa becomes depressed when she writes a report on Springfield's future.",20,The Simpsons,18
Father Knows Worst,18,,"Bart and Lisa start struggling in their academic and social lives at school and Homer starts monitoring them and forcing them to do better. Meanwhile, Marge discovers a sauna in the basement.",20,The Simpsons,18
"Waverly Hills, 9-0-2-1-D'oh",19,,"When Marge learns Springfield Elementary is the worst school in the state, she and Homer rent an apartment in the upscale Waverly Hills school district so Bart and Lisa can attend a better school. Meanwhile, Homer moves into the rented Waverly Hills apartment and gets used to the bachelor lifestyle.",20,The Simpsons,18
Four Great Women and a Manicure,20,,"Marge and Lisa visit the nail salon where they engage in a spirited debate as to whether a woman can be smart, powerful and beautiful all at the same time and spin four tales of famous women featuring famous Springfield faces: Selma as Queen Elizabeth I, Lisa as Snow White, Marge as Lady Macbeth and Maggie as Howard Roark, the idealistic architect protagonist from Ayn Rand’s The Fountainhead.",20,The Simpsons,18
Coming to Homerica,21,,"When nearby Ogdenville’s economy crumbles due to tainted barley discovered in Krusty’s veggie burgers, the unemployed workers of Ogdenville flock to Springfield. After Mayor Quimby closes Springfield’s borders and enlists private citizens to help patrol them, Homer organizes a border patrol group.",20,The Simpsons,18
Homer the Whopper,1,,"Homer gets the lead in a movie about a superhero who can take on the powers of every superhero in any comic book he touches. To whip Homer into superhero shape, the studio hires a celebrity fitness trainer.",21,The Simpsons,18
Bart Gets a 'Z',2,,"The fourth grade students of Springfield Elementary School decide to spike Ms. Krabappel's coffee in order to teach her a lesson after she takes away their cell phones. She is fired by Principal Skinner, who hires a new teacher named Zachary Vaughn. Although Vaughn is a hip young teacher who impresses the students, Bart is plagued by guilt and tries to get Ms. Krabappel hired back.",21,The Simpsons,18
The Great Wife Hope,3,,"The men and boys in Springfield become obsessed with Ultimate Punch Kick and Choke Championships, a violent sport where fighters inflict severe pain on each other. When Marge and her friends stage a protest against the sport, the show's promoter embraces the controversy and challenges Marge to a match, promising to shut down the competition if she wins. She begins to train with rhythmic gymnastics, but her family step in and get her professional martial arts help to give her a real chance at winning.",21,The Simpsons,18
